database_x,database_y,description_x,description_y,label
death_record-admit_diag,normal_discharge_records-case_number,The diagnosis established at the time of admission.,Unique identifier for the patient's case.,0
death_record-admit_diag,normal_discharge_records-hospital_course,The diagnosis established at the time of admission.,Summary of the patient's hospital stay and progress.,0
death_record-admit_diag,normal_discharge_records-admission_condition,The diagnosis established at the time of admission.,Patient's condition upon admission.,0
death_record-admit_diag,normal_discharge_records-admission_time,The diagnosis established at the time of admission.,The exact time when the patient was admitted.,0
death_record-admit_diag,normal_discharge_records-admission_diagnosis,The diagnosis established at the time of admission.,Initial diagnosis when the patient was admitted.,0
death_record-admit_diag,normal_discharge_records-discharge_instructions,The diagnosis established at the time of admission.,Medical instructions provided upon discharge.,0
death_record-admit_diag,normal_discharge_records-discharge_condition,The diagnosis established at the time of admission.,Patient's condition upon discharge.,0
death_record-admit_diag,normal_discharge_records-discharge_date,The diagnosis established at the time of admission.,The date the patient was discharged from the hospital.,0
death_record-admit_diag,normal_discharge_records-discharge_diagnosis,The diagnosis established at the time of admission.,Final diagnosis made upon discharge.,0
death_record-admit_diag,normal_discharge_records-physician_s_signature,The diagnosis established at the time of admission.,Signature of the attending physician.,0
